sentence_id	text	lemma	translation	alignment
semeval2013.d006.s025	The controversy seems to arise from two factors : because it was about two auto expulsions and the way the transmission of the directive was carried out to cause them .	the controversy seem to arise from two factor : because it be about two auto expulsion and the way the transmission of the directive be carry out to cause they .	La controverse semble provenir de deux facteurs: car il s'agissait d'environ deux expulsions automobiles et la façon dont la transmission de la directive a été effectuée pour les provoquer.	[(0, 0), (1, 1), (1, 16), (2, 2), (4, 3), (5, 4), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 11), (12, 13), (13, 14), (14, 16), (15, 15), (16, 17), (17, 18), (18, 19), (19, 21), (20, 22), (21, 23), (22, 24), (23, 25), (24, 27), (25, 28), (26, 28), (27, 29), (28, 31), (29, 30), (30, 32)]
semeval2013.d006.s026	The damage brought about to the principles of the sport by these actions is not as much ethical as aesthetic .	the damage bring about to the principle of the sport by these action be not as much ethical as aesthetic .	Les dommages causés aux principes du sport par ces actions ne sont pas aussi éthiques que l'esthétique.	[(0, 0), (1, 1), (2, 2), (3, 2), (4, 3), (5, 16), (6, 4), (7, 5), (9, 6), (10, 7), (11, 8), (12, 9), (13, 11), (14, 12), (15, 13), (17, 14), (18, 15), (19, 17), (20, 18)]
semeval2013.d007.s000	Arsenic-tolerant microbe raises possibility of new types of life on Earth , or elsewhere	arsenic-tolerant microbe raise possibility of new type of life on earth , or elsewhere	Le microbe tolérant en arsenic soulève la possibilité de nouveaux types de vie sur terre, ou ailleurs	[(0, 2), (0, 4), (1, 1), (2, 5), (3, 7), (4, 8), (5, 9), (6, 10), (7, 11), (8, 12), (9, 13), (10, 14), (11, 15), (12, 16), (13, 17)]
semeval2013.d007.s001	The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .	the discovery of a strange bacterium that can use arsenic as one of its nutrient widen the scope for find new form of life on earth and possibly beyond .	La découverte d'une étrange bactérie qui peut utiliser l'arsenic comme l'un de ses nutriments élargit la portée pour trouver de nouvelles formes de vie sur Terre et peut-être au-delà.	[(0, 0), (1, 1), (1, 5), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 10), (10, 11), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 20), (19, 21), (20, 23), (21, 24), (22, 25), (23, 26), (24, 27), (25, 28), (26, 29), (27, 30), (28, 31), (29, 32)]
semeval2013.d007.s002	While researchers discovered the unusual bacteria here in Earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .	while researcher discover the unusual bacterium here in earth , they say it show that life have possibility beyond the major element that have be consider essential .	Alors que les chercheurs ont découvert les bactéries inhabituelles ici sur terre, ils disent que cela montre que la vie a des possibilités au-delà des principaux éléments qui ont été considérés comme essentiels.	[(0, 0), (1, 3), (1, 4), (2, 5), (3, 6), (4, 8), (5, 7), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (11, 14), (12, 16), (13, 17), (14, 18), (15, 20), (16, 21), (17, 23), (18, 24), (19, 25), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30), (25, 31), (26, 33), (27, 34)]
semeval2013.d007.s003	`` This organism has dual capability . ''	`` this organism have dual capability . ''	`` Cet organisme a une double capacité.''	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 6), (5, 7), (6, 8), (7, 9)]
semeval2013.d007.s004	`` It can grow with either phosphorus or arsenic . ''	`` it can grow with either phosphorus or arsenic . ''	`` Il peut croître avec du phosphore ou de l'arsenic.''	[(0, 0), (0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (6, 7), (7, 8), (8, 11), (9, 12), (10, 13)]
semeval2013.d007.s005	`` That makes it very peculiar , though it falls short of being some form of truly ` alien ' life , '' commented Paul C. W. Davies of Arizona State University , a co-author of the report appearing in Thursday 's online edition of the journal Science .	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul c. w. davy of arizona state university , a co-author of the report appear in thursday 's online edition of the journal science .	`` Cela le rend très particulier, bien qu'il ne soit pas une forme de vie vraiment `` extraterrestre '', a déclaré Paul C. W. Davies de l'Arizona State University, co-auteur du rapport apparaissant dans l'édition en ligne de jeudi de la revue Science.	[(0, 1), (1, 2), (2, 4), (3, 3), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (11, 13), (12, 12), (13, 14), (14, 15), (15, 16), (16, 18), (17, 20), (18, 21), (19, 19), (20, 17), (21, 23), (22, 22), (23, 24), (23, 25), (24, 26), (25, 27), (26, 28), (27, 29), (28, 30), (29, 32), (30, 33), (31, 34), (32, 35), (34, 36), (35, 37), (36, 41), (37, 38), (38, 39), (39, 40), (40, 46), (41, 41), (42, 44), (43, 42), (44, 47), (45, 48), (46, 49), (47, 50), (48, 51)]
semeval2013.d007.s006	Six major elements have long been considered essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	Six éléments majeurs ont longtemps été considérés comme essentiels à la vie - carbone, hydrogène, azote, oxygène, phosphore et soufre.	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 4), (5, 5), (6, 6), (7, 8), (8, 9), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (15, 19), (16, 14), (16, 16), (17, 19), (18, 16), (18, 20), (19, 21), (20, 22), (21, 23), (22, 24)]
semeval2013.d007.s007	But the researchers found that the bacteria , discovered in Mono Lake , Calif. , is able to continue to grow after substituting arsenic for phosphorus .	but the researcher find that the bacterium , discover in mono lake , calif. , be able to continue to grow after substitute arsenic for phosphorus .	Mais les chercheurs ont découvert que les bactéries, découvertes à Mono Lake, en Californie, sont capables de continuer à croître après avoir substitué de l'arsenic au phosphore.	[(0, 0), (1, 1), (2, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 20), (19, 21), (20, 22), (21, 23), (22, 25), (23, 28), (24, 29), (25, 30), (26, 31)]
semeval2013.d007.s008	`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .	`` it make you wonder what else be possible , '' say ariel d. anbar of arizona state university , a co-author of the report .	`` Cela vous fait vous demander ce qui est possible d'autre '', a déclaré Ariel D. Anbar de l'Arizona State University, co-auteur du rapport.	[(0, 0), (1, 2), (2, 4), (3, 3), (4, 6), (5, 7), (6, 12), (7, 9), (8, 10), (9, 14), (10, 13), (11, 16), (12, 17), (13, 18), (14, 19), (15, 20), (16, 22), (17, 23), (18, 24), (19, 25), (20, 15), (21, 26), (23, 27), (24, 28), (25, 29)]
semeval2013.d007.s009	The find is important in the search for life beyond Earth because researchers need to be able to recognize life , to know what life looks like , Anbar said .	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , anbar say .	La découverte est importante dans la recherche de la vie au-delà de la Terre parce que les chercheurs doivent être en mesure de reconnaître la vie, de savoir à quoi ressemble la vie, a déclaré Anbar.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 9), (9, 10), (10, 13), (11, 14), (12, 16), (12, 17), (13, 18), (14, 15), (15, 19), (16, 21), (17, 22), (18, 23), (19, 25), (20, 26), (21, 27), (22, 28), (23, 30), (24, 33), (25, 31), (27, 34), (28, 37), (29, 36), (30, 38)]
semeval2013.d007.s010	The study focuses on a microbe found on Earth .	the study focus on a microbe find on earth .	L'étude se concentre sur un microbe trouvé sur Terre.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]
semeval2013.d007.s011	However , the announcement of a news conference to discuss it , which did not disclose details of the find , generated widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial life .	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the internet that the report would disclose the discovery of extraterrestrial life .	Cependant, l'annonce d'une conférence de presse pour en discuter, qui n'a pas divulgué les détails de la découverte, a généré des spéculations généralisées sur Internet selon lesquelles le rapport divulguerait la découverte de la vie extraterrestre.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 8), (7, 6), (8, 9), (9, 11), (10, 10), (11, 12), (12, 13), (13, 14), (14, 16), (15, 17), (16, 19), (17, 20), (18, 21), (19, 22), (20, 23), (21, 25), (22, 28), (23, 27), (24, 29), (25, 28), (26, 30), (27, 31), (28, 33), (29, 34), (30, 35), (31, 35), (32, 36), (33, 37), (34, 38), (35, 41), (36, 40), (37, 42)]
semeval2013.d007.s013	The discovery `` does show that in other planetary environments organisms might be able to use other elements to drive biochemistry and that the ` standard ' set of elements we think are absolutely necessary for life might not be so fixed , '' commented Charles Cockell , professor at Planetary and Space Sciences Research Institute , Open University , in Milton Keynes , United Kingdom .	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fixed , '' comment charle cockell , professor at planetary and space science research institute , open_university , in milton keyne , united_kingdom .	La découverte `` montre que dans d'autres environnements planétaires, les organismes pourraient être en mesure d'utiliser d'autres éléments pour stimuler la biochimie et que le «standard» d'éléments que nous pensons être absolument nécessaires à la vie pourrait ne pas être aussi fixe '', a commenté Charles Cockell, United Kingdom.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 8), (8, 10), (9, 9), (10, 13), (11, 14), (12, 15), (13, 17), (14, 18), (15, 19), (16, 21), (17, 22), (18, 23), (19, 24), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30), (25, 31), (26, 32), (28, 33), (29, 34), (30, 36), (31, 37), (32, 24), (33, 39), (34, 40), (35, 41), (36, 43), (37, 44), (38, 46), (39, 47), (40, 48), (41, 49), (42, 11), (42, 51), (43, 50), (44, 53), (45, 54), (46, 55), (47, 51), (50, 10), (56, 56), (59, 11), (59, 56), (64, 57), (65, 58), (66, 59)]
semeval2013.d007.s014	Cockell was not part of the research team .	cockell be not part of the research team .	Cockell ne faisait pas partie de l'équipe de recherche.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 9), (7, 7), (8, 10)]
semeval2013.d007.s015	`` This work is novel because it shows the substitution of one element for another in fundamental biochemistry and biochemical structure , '' added Cockell .	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add cockell .	`` Ce travail est nouveau car il montre la substitution d'un élément par un autre en biochimie fondamentale et structure biochimique '', a ajouté Cockell.	[(0, 0), (0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 16), (15, 17), (16, 19), (17, 18), (18, 20), (19, 22), (20, 21), (21, 24), (22, 23), (23, 26), (24, 27), (25, 28)]
semeval2013.d007.s016	It was n't a chance discovery .	it be n't a chance discovery .	Ce n'était pas une découverte fortuite.	[(0, 0), (1, 2), (2, 1), (2, 3), (3, 4), (4, 6), (5, 5), (5, 6), (6, 7)]
semeval2013.d007.s017	Felisa Wolfe-Simon of NASA 's Astrobiology Institute , who led the study , targeted Mono Lake because it has high arsenic levels .	felisa wolfe-simon of nasa 's astrobiology institute , who lead the study , target mono lake because it have high arsenic level .	Felisa Wolfe-Simon de l'Institut Astrobiology de la NASA, qui a dirigé l'étude, a ciblé le lac Mono parce qu'il a des niveaux d'arsenic élevés.	[(0, 0), (1, 1), (1, 2), (1, 3), (2, 4), (3, 10), (4, 5), (5, 7), (6, 6), (7, 11), (8, 12), (9, 14), (10, 15), (11, 16), (12, 17), (13, 19), (14, 22), (15, 21), (16, 23), (17, 25), (18, 26), (19, 31), (20, 30), (21, 28), (22, 32)]
semeval2013.d007.s018	Arsenic and phosphorus are chemically similar , so she speculated that a microbe exposed to both might be able to substitute one for the other .	arsenic and phosphorus be chemically similar , so she speculate that a microbe expose to both might be able to substitute one for the other .	L'arsenic et le phosphore sont chimiquement similaires, elle a donc émis l'hypothèse qu'un microbe exposé aux deux pourrait être en mesure de le remplacer l'un à l'autre.	[(0, 1), (1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 11), (8, 9), (9, 10), (9, 14), (10, 15), (11, 16), (12, 17), (13, 18), (14, 19), (15, 20), (16, 21), (17, 22), (18, 24), (19, 25), (20, 7), (20, 27), (21, 29), (22, 30), (23, 31), (24, 32), (25, 33)]
semeval2013.d007.s019	`` Arsenic is toxic mainly because its chemical behavior is so similar to that of phosphorus . ''	`` arsenic be toxic mainly because its chemical behavior be so similar to that of phosphorus . ''	`` L'arsenic est toxique principalement parce que son comportement chimique est si similaire à celui du phosphore.''	[(0, 0), (0, 1), (1, 3), (2, 4), (3, 5), (4, 6), (4, 8), (5, 7), (6, 9), (7, 11), (8, 10), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 20)]
semeval2013.d007.s020	`` As a result , organisms have a hard time telling these elements apart . ''	`` as a result , organism have a hard_time tell these element apart . ''	`` En conséquence, les organismes ont du mal à distinguer ces éléments.''	[(0, 0), (0, 1), (1, 2), (2, 5), (3, 3), (4, 4), (5, 6), (6, 7), (7, 10), (8, 9), (9, 8), (10, 11), (11, 12), (12, 13), (13, 11), (14, 14), (15, 15)]
semeval2013.d007.s021	`` But arsenic is different enough that it does n't work as well as phosphorus , so it gets in there and sort of gums up the works of our biochemical machinery , '' explained Anbar .	`` but arsenic be different enough that it do n't work as well as phosphorus , so it get in there and sort of gum up the work of we biochemical machinery , '' explain anbar .	`` Mais l'arsenic est suffisamment différent pour que cela ne fonctionne pas aussi bien que le phosphore, donc il y arrive et en quelque sorte en quelque sorte dans les œuvres de nos machines biochimiques '', a expliqué Anbar.	[(0, 0), (1, 2), (2, 4), (3, 5), (4, 7), (5, 6), (6, 8), (7, 10), (9, 3), (9, 11), (9, 13), (10, 12), (11, 14), (12, 15), (13, 16), (14, 18), (15, 19), (16, 20), (17, 21), (18, 23), (19, 31), (20, 22), (21, 24), (22, 27), (23, 30), (26, 32), (27, 33), (28, 34), (29, 35), (30, 37), (31, 33), (31, 36), (32, 39), (33, 38), (34, 41), (35, 42), (36, 43)]
semeval2013.d007.s022	The researchers collected the bacteria known as GFAJ-1 and exposed it to increasing concentrations of arsenic , which it was able to adapt to and grow .	the researcher collect the bacterium know as gfaj-1 and expose it to increase concentration of arsenic , which it be able to adapt to and grow .	Les chercheurs ont collecté les bactéries connues sous le nom de GFAJ-1 et l'ont exposée à des concentrations croissantes d'arsenic, à laquelle il a pu s'adapter et se développer.	[(0, 0), (1, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 11), (8, 12), (9, 15), (10, 13), (11, 16), (12, 19), (13, 18), (14, 20), (15, 21), (16, 22), (17, 24), (18, 25), (19, 26), (20, 27), (22, 29), (23, 23), (24, 30), (25, 32), (26, 33)]
semeval2013.d007.s023	The microbe does grow better on phosphorus , but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic is more common .	the microbe do grow better on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on earth or on another planet or moon where arsenic be more common .	Le microbe se développe mieux sur le phosphore, mais montrant qu'il peut vivre avec de l'arsenic à la place soulève la possibilité qu'une forme de vie utilisant de l'arsenic puisse se produire naturellement, ailleurs sur Terre ou sur une autre planète ou lune où l'arsenic est plus fréquent.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 18), (16, 21), (17, 22), (18, 23), (19, 24), (20, 25), (21, 26), (22, 29), (23, 27), (24, 30), (25, 33), (26, 34), (27, 36), (28, 37), (29, 38), (31, 39), (32, 40), (33, 41), (34, 42), (35, 43), (36, 45), (37, 46), (38, 47), (39, 48), (40, 49), (41, 51), (42, 52), (43, 53), (44, 54), (45, 55)]
semeval2013.d007.s024	Jamie S. Foster , an assistant professor of microbiology at the University of Florida , said the idea that arsenic could be substituted for phosphorus is n't new , but there has never been example where it was shown to work .	jamie s. foster , a assistant_professor of microbiology at the university of florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	Jamie S. Foster, professeur adjoint de microbiologie à l'Université de Floride, a déclaré que l'idée que l'arsenic pourrait être remplacée par le phosphore n'est pas nouvelle, mais il n'y a jamais eu d'exemple là où cela a été démontré.	[(0, 0), (1, 1), (2, 2), (3, 3), (5, 5), (6, 4), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12), (14, 13), (15, 15), (16, 17), (17, 18), (18, 19), (19, 21), (20, 22), (21, 23), (22, 24), (23, 25), (24, 27), (25, 29), (26, 28), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34), (30, 36), (31, 37), (32, 38), (33, 39), (34, 41), (35, 43), (36, 44), (37, 46), (38, 47), (40, 47), (41, 48)]
semeval2013.d007.s025	Arsenic was more common in the early times on Earth , she said , so researchers have speculated that early life forms might have used it .	arsenic be more common in the early time on earth , she say , so researcher have speculate that early life_form might have use it .	L'arsenic était plus courant dans les premiers temps sur Terre, a-t-elle déclaré, donc les chercheurs ont émis l'hypothèse que les formes de premières vies auraient pu l'utiliser.	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (15, 19), (16, 20), (17, 21), (17, 23), (18, 24), (19, 28), (20, 29), (21, 25), (21, 26), (22, 31), (23, 30), (24, 33), (25, 32), (26, 34)]
semeval2013.d007.s026	`` It does suggest that that there could be other ways to form life , not just how life formed on early Earth , '' said Foster , who was not part of Wolfe-Simon 's research team .	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say foster , who be not part of wolfe-simon 's research team .	`` Cela suggère qu'il pourrait y avoir d'autres façons de former la vie, pas seulement comment la vie s'est formée sur la Terre du début '', a déclaré Foster, qui ne faisait pas partie de l'équipe de recherche de Wolfe-Simon.	[(0, 1), (1, 2), (3, 3), (4, 3), (5, 4), (6, 5), (7, 6), (8, 8), (9, 10), (10, 11), (11, 12), (12, 13), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 21), (19, 24), (20, 25), (21, 29), (22, 27), (23, 31), (24, 30), (25, 33), (26, 34), (27, 35), (28, 36), (29, 38), (30, 39), (31, 40), (32, 41), (33, 47), (33, 48), (33, 49), (34, 42), (35, 45), (36, 43), (37, 50)]
semeval2013.d007.s027	The research was supported by NASA , the Department of Energy and the National Institutes of Health .	the research be support by nasa , the department_of_energy and the national_institutes_of_health .	La recherche a été soutenue par la NASA, le Département de l'énergie et les National Institutes of Health.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 20)]
semeval2013.d008.s000	The democratic routine	the democratic routine	La routine démocratique	[(0, 0), (1, 2), (2, 1)]
semeval2013.d008.s001	Support for democracy in Latin America continues to edge up , as does backing for private enterprise .	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	Le soutien à la démocratie en Amérique latine continue de monter, tout comme le soutien aux entreprises privées.	[(0, 1), (1, 2), (2, 4), (3, 5), (4, 6), (5, 6), (6, 8), (7, 9), (8, 10), (10, 11), (11, 13), (12, 12), (13, 15), (14, 16), (15, 18), (16, 17), (17, 19)]
semeval2013.d008.s002	Crime has become a bigger worry than unemployment .	crime have become a bigger worry than unemployment .	Le crime est devenu une plus grande inquiétude que le chômage.	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 7), (6, 8), (7, 7), (7, 9), (7, 10), (8, 11)]
semeval2013.d008.s003	And Brazil is seen as more influential than the United States across much of the region .	and brazil be see as more influential than the united_states across much of the region .	Et le Brésil est considéré comme plus influent que les États-Unis dans une grande partie de la région.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 10), (11, 11), (12, 13), (13, 15), (14, 16), (15, 17), (16, 18)]
semeval2013.d008.s004	Those are some of the findings of the latest Latinobarómetro poll taken in 18 countries and published exclusively by The Economist .	those be some of the finding of the latest latinobarómetro poll take in 18 country and publish exclusively by the economist .	Ce sont quelques-unes des conclusions du dernier sondage Latinobarómetro pris dans 18 pays et publié exclusivement par l'économiste.	[(0, 0), (1, 1), (2, 2), (4, 5), (5, 6), (6, 7), (8, 8), (9, 10), (10, 9), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (20, 20), (21, 21)]
semeval2013.d008.s005	Because the poll has been taken regularly since 1995 , it tracks changes in attitude across the region .	because the poll have be take regularly since 1995 , it track change in attitude across the region .	Parce que le sondage a été effectué régulièrement depuis 1995, il suit les changements d'attitude dans la région.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 14), (12, 14), (14, 16), (15, 17), (16, 18), (17, 19), (18, 20)]
semeval2013.d008.s006	Two related things stand out in the results of this year 's poll , taken in September and early October .	two related thing stand out in the result of this year 's poll , take in september and early october .	Deux choses connexes se distinguent par les résultats du sondage de cette année, pris en septembre et début octobre.	[(0, 0), (1, 2), (2, 1), (3, 4), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 11), (10, 12), (12, 9), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20)]
semeval2013.d008.s007	The first is Latin America 's fairly sunny mood .	the first be latin_america 's fairly sunny mood .	Le premier est l'humeur assez ensoleillée de l'Amérique latine.	[(0, 0), (1, 1), (2, 2), (3, 9), (4, 9), (5, 3), (5, 6), (6, 5), (7, 6), (8, 4), (9, 11)]
semeval2013.d008.s008	The second is the increasing stability of attitudes towards democracy and its core institutions .	the second be the increase stability of attitude towards democracy and its core institution .	La seconde est la stabilité croissante des attitudes envers la démocratie et ses principales institutions.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 5), (5, 4), (6, 6), (7, 7), (8, 8), (9, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15)]
semeval2013.d008.s009	Support for democracy has risen noticeably in several countries on the Pacific rim of South America ( see table 1 ) .	support for democracy have rise noticeably in several country on the pacific rim of south_america ( see table 1 ) .	Le soutien à la démocratie a sensiblement augmenté dans plusieurs pays sur le bord du Pacifique d'Amérique du Sud (voir tableau 1).	[(0, 1), (1, 2), (2, 3), (2, 4), (3, 5), (4, 7), (5, 6), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 15), (12, 13), (13, 16), (14, 19), (15, 17), (16, 20), (17, 21), (18, 22), (19, 23), (20, 24), (21, 25)]
semeval2013.d008.s010	For example in Peru , where economic growth has averaged 6 % a year since 2002 , support for democracy has risen from a low of 40 % in 2005 to 61 % this year .	for example in peru , where economic_growth have average 6 % a year since 2002 , support for democracy have rise from a low of 40 % in 2005 to 61 % this year .	Par exemple au Pérou, où la croissance économique a une moyenne de 6% par an depuis 2002, le soutien à la démocratie est passé de 40% en 2005 à 61% cette année.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 8), (7, 7), (8, 9), (9, 6), (9, 11), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 21), (18, 22), (19, 20), (19, 24), (20, 25), (21, 26), (22, 27), (23, 10), (25, 12), (26, 28), (27, 29), (28, 30), (29, 31), (30, 32), (31, 33), (32, 34), (33, 35), (34, 36), (35, 37)]
semeval2013.d008.s011	It also rose in Mexico , where the economy has recovered after suffering a big drop in output last year .	it also rise in mexico , where the economy have recover after suffer a big drop in output last year .	Il a également augmenté au Mexique, où l'économie s'est rétablie après avoir subi une forte baisse de la production l'année dernière.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 1), (10, 3), (10, 12), (11, 13), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 21), (18, 24), (19, 23), (20, 25)]
semeval2013.d008.s012	But only around half of respondents in Mexico and Brazil , the region 's two most populous countries , are convinced democrats , which drags down the regional average ( see chart 2 ) .	but only around half of respondent in mexico and brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	Mais seulement environ la moitié des répondants au Mexique et au Brésil, les deux pays les plus peuplés de la région, sont des démocrates convaincus, qui entraînent la moyenne régionale (voir graphique 2).	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 8), (10, 12), (11, 13), (12, 21), (13, 16), (14, 14), (15, 17), (16, 18), (17, 15), (18, 22), (19, 23), (20, 26), (21, 25), (21, 26), (22, 27), (23, 28), (24, 29), (26, 30), (27, 32), (28, 31), (29, 33), (30, 34), (31, 35), (32, 36), (33, 37), (34, 38)]
semeval2013.d008.s013	Some 44 % of respondents across the region pronounced themselves satisfied with how their country 's democracy works in practice , the same figure as last year but a big increase on the 25 % in 2001 ( chart 3 ) .	some 44 % of respondent across the region pronounce themselves satisfy with how they country 's democracy work in practice , the same figure as last year but a big increase on the 25 % in 2001 ( chart 3 ) .	Quelque 44% des répondants de la région se sont prononcés satisfaits du fonctionnement de la démocratie de leur pays dans la pratique, le même chiffre que l'année dernière mais une forte augmentation par rapport aux 25% en 2001 (graphique 3).	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 10), (9, 8), (10, 11), (11, 12), (13, 18), (14, 19), (15, 15), (15, 28), (16, 14), (16, 16), (17, 13), (18, 20), (19, 22), (20, 23), (21, 24), (22, 25), (23, 26), (24, 27), (25, 30), (26, 29), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (32, 37), (33, 38), (34, 39), (35, 40), (36, 41), (37, 42), (38, 43), (39, 44), (40, 45), (41, 46)]
semeval2013.d008.s014	Some 34 % said they had confidence in their country 's Congress and 45 % in their government , the same as last year in both cases but up sharply from 2003 ( 17 % and 24 % respectively ) .	some 34 % say they have confidence in they country 's congress and 45 % in they government , the same as last year in both case but up sharply from 2003 ( 17 % and 24 % respectively ) .	Quelque 34% ont déclaré qu'ils avaient confiance en le Congrès de leur pays et 45% dans leur gouvernement, le même que l'année dernière dans les deux cas mais fortement par rapport à 2003 (17% et 24% respectivement).	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 6), (5, 7), (6, 8), (7, 9), (8, 13), (9, 14), (10, 5), (10, 10), (11, 11), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (20, 23), (21, 24), (22, 25), (22, 27), (23, 26), (24, 28), (25, 30), (26, 31), (27, 32), (28, 34), (29, 33), (30, 35), (31, 37), (32, 38), (33, 39), (34, 40), (35, 41), (36, 42), (37, 43), (38, 44), (39, 45), (40, 46)]
semeval2013.d008.s015	A decade ago economic woes in Latin America undermined support for democracy .	a decade ago economic woe in latin_america undermine support for democracy .	Il y a une décennie, les malheurs économiques en Amérique latine ont sapé le soutien à la démocratie.	[(0, 3), (1, 4), (2, 0), (3, 8), (4, 7), (5, 9), (6, 10), (7, 10), (8, 12), (8, 13), (9, 15), (10, 16), (11, 8), (11, 18), (12, 5), (12, 19)]
